X;Y;Name;DIRECCI__N_COMERCIAL;HORARIO_DE_ATENCI__N;Latitud;Longitud;N;N COMERCIAL;;;;;;;;;;;;;;;;;;;;;;;
-7.700.788;-1.208.434;TIENDAS TAMBO S.A.C;AV. CANADA NRO 1471 LIMA-LIMA-LA VICTORIA;07:00 am - 10:30 pm;-1.208.434;-7.700.788;07:00 am - 10:30 pm;AV. CANADA NRO 1471 LIMA-LIMA-LA VICTORIA;;;;;;;;;;;;;;;;;;;;;;;
-7.703.187;-1.190.177;MULTISERVICIOS FREDY II;JR LOS ALAMOS 431 URB SANTA ISABEL;07:30 am - 10:00 pm;-1.190.177;-7.703.187;07:30 am - 10:00 pm;JR LOS ALAMOS 431 URB SANTA ISABEL;;;;;;;;;;;;;;;;;;;;;;;
-7.708.956;-1.198.114;LIBRERIA;AV LAS MALVAS MZ M 1 LT 41 JAZMINES DEL NARANJAL ;07:00 am - 10:00 pm;-1.198.114;-7.708.956;07:00 am - 10:00 pm;AV LAS MALVAS MZ M 1 LT 41 JAZMINES DEL NARANJAL;;;;;;;;;;;;;;;;;;;;;;;
-7.705.503;-1.192.936;BOTICA;AV MICAELA BASTIDAS 821A MZ M LT 16A 4TA ETAPA URB RETABLO ;07:00 am - 10:00 pm;-1.192.936;-7.705.503;07:00 am - 10:00 pm;AV MICAELA BASTIDAS 821A MZ M LT 16A 4TA ETAPA URB RETABLO;;;;;;;;;;;;;;;;;;;;;;;
-7.705.636;-1.191.564;BOTICA;MZ Q1 LT 2 URB EL PINAR ;07:00 am - 10:00 pm;-1.191.564;-7.705.636;07:00 am - 10:00 pm;MZ Q1 LT 2 URB EL PINAR;;;;;;;;;;;;;;;;;;;;;;;
-7.708.961;-1.193.527;DANTE ANCCO SILVERA;AV. CORICANCHA 476 3ERA ZONA TAHUANTINSUYO ;07:00 am - 10:00 pm;-1.193.527;-7.708.961;07:00 am - 10:00 pm;AV. CORICANCHA 476 3ERA ZONA TAHUANTINSUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.702.753;-1.212.487;JULIA MAGDALENA LARA TAFUR;AV BENAVIDES 540 DPTO. 102;07:00 am - 10:00 pm;-1.212.487;-7.702.753;07:00 am - 10:00 pm;AV BENAVIDES 540 DPTO. 102;;;;;;;;;;;;;;;;;;;;;;;
-7.700.881;-1.191.308;ALINDA REINA CERNA MESTANCIA;AV. REVOLUCION 3027 5TA ZONA COLLIQUE;07:00 am - 10:00 pm;-1.191.308;-7.700.881;07:00 am - 10:00 pm;AV. REVOLUCION 3027 5TA ZONA COLLIQUE;;;;;;;;;;;;;;;;;;;;;;;
-7.707.706;-1.194.644;BOTICA;AV PROCERES DE HUANDOY MZ B4 LT  15 URB PUERTA DE PRO;07:00 am - 10:00 pm;-1.194.644;-7.707.706;07:00 am - 10:00 pm;AV PROCERES DE HUANDOY MZ B4 LT  15 URB PUERTA DE PRO;;;;;;;;;;;;;;;;;;;;;;;
-7.701.269;-1.219.928;VENTA DE GOLOSINAS;AV ALAMEDA SUR 817 LOS CEDROS DE VILLA ;07:00 am - 10:00 pm;-1.219.928;-7.701.269;07:00 am - 10:00 pm;AV ALAMEDA SUR 817 LOS CEDROS DE VILLA;;;;;;;;;;;;;;;;;;;;;;;
-770.764;-1.195.899;MIRNA AURELIA INGA HUARCAYA;AV TUPAC AMARU NRO 3420 PJ EL PROGRESO 2DO SECTOR;07:00 am - 10:00 pm;-1.195.899;-770.764;07:00 am - 10:00 pm;AV TUPAC AMARU NRO 3420 PJ EL PROGRESO 2DO SECTOR;;;;;;;;;;;;;;;;;;;;;;;
-7.697.013;-1.204.353;TIENDAS TAMBO S.A.C;MZA. A LOTE. 1 URB. LOS ROBLES;07:00 am - 10:30 pm;-1.204.353;-7.697.013;07:00 am - 10:30 pm;MZA. A LOTE. 1 URB. LOS ROBLES;;;;;;;;;;;;;;;;;;;;;;;
-7.706.383;-1.209.159;OXXO SAN ROCCO;AV. JAVIER PRADO OESTE N°490, MAGDALENA DEL MAR;07:00 am - 10:00 pm;-1.209.159;-7.706.383;07:00 am - 10:00 pm;AV. JAVIER PRADO OESTE N°490, MAGDALENA DEL MAR;;;;;;;;;;;;;;;;;;;;;;;
-7.700.513;-1.202.704;TIENDAS TAMBO S.A.C;AV. GRAN CHIMU 546 URB. ZÁRATE;07:00 am - 10:30 pm;-1.202.704;-7.700.513;07:00 am - 10:30 pm;AV. GRAN CHIMU 546 URB. ZÁRATE;;;;;;;;;;;;;;;;;;;;;;;
-7.703.349;-1.191.517;VENTA DE PRD INFORMATICOS;JR MIGUEL IGLESIAS 193 1ERA ZONA ;07:00 am - 10:00 pm;-1.191.517;-7.703.349;07:00 am - 10:00 pm;JR MIGUEL IGLESIAS 193 1ERA ZONA;;;;;;;;;;;;;;;;;;;;;;;
-7.697.196;-1.210.798;TIENDAS TAMBO S.A.C;CAL.EL ALAMO NRO. 297 INT. 7-B LIMA-LIMA-SANTIAGO DE SURCO;07:00 am - 10:30 pm;-1.210.798;-7.697.196;07:00 am - 10:30 pm;CAL.EL ALAMO NRO. 297 INT. 7-B LIMA-LIMA-SANTIAGO DE SURCO;;;;;;;;;;;;;;;;;;;;;;;
-7.693.177;-1.222.729;LIBRERIA BAZAR SAMY;SECTOR 3 GRUPO23 MZ F LT 15 REF: ALAMANOS CON TALARA;07:30 am - 10:00 pm;-1.222.729;-7.693.177;07:30 am - 10:00 pm;SECTOR 3 GRUPO23 MZ F LT 15 REF: ALAMANOS CON TALARA;;;;;;;;;;;;;;;;;;;;;;;
-7.701.252;-1.212.696;TIENDAS TAMBO S.A.C;AV. BENAVIDES NRO. 1917 LIMA - LIMA - MIRAFLORES;07:00 am - 10:30 pm;-1.212.696;-7.701.252;07:00 am - 10:30 pm;AV. BENAVIDES NRO. 1917 LIMA - LIMA - MIRAFLORES;;;;;;;;;;;;;;;;;;;;;;;
-7.705.398;-1.200.774;TIENDAS TAMBO S.A.C;AV. TÚPAC AMARU LT 2 MZ I-1 -LIMA-LIMA-SAN MARTIN DE PORRES;07:00 am - 10:30 pm;-1.200.774;-7.705.398;07:00 am - 10:30 pm;AV. TÚPAC AMARU LT 2 MZ I-1 -LIMA-LIMA-SAN MARTIN DE PORRES;;;;;;;;;;;;;;;;;;;;;;;
-7.708.039;-1.197.847;BOTICA;MZ F2 LTE 5 PARQUE NARANJAL;07:00 am - 10:00 pm;-1.197.847;-7.708.039;07:00 am - 10:00 pm;MZ F2 LTE 5 PARQUE NARANJAL;;;;;;;;;;;;;;;;;;;;;;;
-7.701.141;-1.217.695;TIENDAS TAMBO S.A.C;NRO. 1403 URB. PASEO DE LA REPUBLICA (MZ A01 LT 24 SECTOR 2) LIMA - LIMA - CHORRILLOS;07:00 am - 10:30 pm;-1.217.695;-7.701.141;07:00 am - 10:30 pm;NRO. 1403 URB. PASEO DE LA REPUBLICA (MZ A01 LT 24 SECTOR 2) LIMA - LIMA - CHORRILLOS;;;;;;;;;;;;;;;;;;;;;;;
-7.702.679;-1.189.064;EDWIN HERNAN OLIVARES LOPEZ;AV. AMADOR MERINO REYNA , EXT:N° 107;07:30 am - 10:00 pm;-1.189.064;-7.702.679;07:30 am - 10:00 pm;AV. AMADOR MERINO REYNA , EXT:N° 107;;;;;;;;;;;;;;;;;;;;;;;
-7.705.761;-119.828;SEBASTIAN CABANILLAS PERALTA;INCA ROCA 142 TAHUANTINSUYO;07:00 am - 10:00 pm;-119.828;-7.705.761;07:00 am - 10:00 pm;INCA ROCA 142 TAHUANTINSUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.699.195;-1.217.456;LIBRERÍA CLYP;AV. ALIPIO PONCE 375, LA CAMPIÑA;07:00 am - 10:00 pm;-1.217.456;-7.699.195;07:00 am - 10:00 pm;AV. ALIPIO PONCE 375, LA CAMPIÑA;;;;;;;;;;;;;;;;;;;;;;;
-7.707.742;-1.186.414;TIENDAS TAMBO S.A.C;CAL.FRANCISCO BOLOGNESI NRO. 163 (MZ 2 LTE 6) LIMA - LIMA - PUENTE PIEDRA;07:00 am - 10:30 pm;-1.186.414;-7.707.742;07:00 am - 10:30 pm;CAL.FRANCISCO BOLOGNESI NRO. 163 (MZ 2 LTE 6) LIMA - LIMA - PUENTE PIEDRA;;;;;;;;;;;;;;;;;;;;;;;
-7.704.527;-1.190.741;MINIMARKET EL PARAISO;JR. LOS MEMBRILLOS NRO. 230 URB. PARAISO (PARADERO ACUARIO);07:30 am - 10:00 pm;-1.190.741;-7.704.527;07:30 am - 10:00 pm;JR. LOS MEMBRILLOS NRO. 230 URB. PARAISO (PARADERO ACUARIO);;;;;;;;;;;;;;;;;;;;;;;
-7.705.536;-1.195.589;SERVICIOS Y RECARGAS EL ZAR;JR ASUNCION 619 URB EL PARRAL;07:30 am - 10:00 pm;-1.195.589;-7.705.536;07:30 am - 10:00 pm;JR ASUNCION 619 URB EL PARRAL;;;;;;;;;;;;;;;;;;;;;;;
-7.705.617;-1.194.594;LIBRERÍA BAZAR;AV. TUPAC AMARU 6341 URB HUAQUILLAY ETAPA II ;07:00 am - 10:00 pm;-1.194.594;-7.705.617;07:00 am - 10:00 pm;AV. TUPAC AMARU 6341 URB HUAQUILLAY ETAPA II;;;;;;;;;;;;;;;;;;;;;;;
-7.708.155;-1.193.625;BOTICA;AV. LA CORDIALIDAD D5 03 URB. PRO 2DA ETAPA LOS OLIVOS;07:00 am - 10:00 pm;-1.193.625;-7.708.155;07:00 am - 10:00 pm;AV. LA CORDIALIDAD D5 03 URB. PRO 2DA ETAPA LOS OLIVOS;;;;;;;;;;;;;;;;;;;;;;;
-7.703.597;-1.188.728;BAZAR;AV. CONDORCANQUI MZ R1 LT 21 URB. RESIDENCIAL LUCYANA DE CARABAYLLO ;07:00 am - 10:00 pm;-1.188.728;-7.703.597;07:00 am - 10:00 pm;AV. CONDORCANQUI MZ R1 LT 21 URB. RESIDENCIAL LUCYANA DE CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.707.916;-1.194.888;BODEGA EL TARMENO;CALLE 11 MZ O LT 16;07:00 am - 10:00 pm;-1.194.888;-7.707.916;07:00 am - 10:00 pm;CALLE 11 MZ O LT 16;;;;;;;;;;;;;;;;;;;;;;;
-7.692.113;-1.223.938;MULTISERVICIOS JESSICA;MZA H1 LT 28 SECT 2 BARR 4 URB PACHACAMAC/ CRUCE CON REVOLUCION ;07:30 am - 10:00 pm;-1.223.938;-7.692.113;07:30 am - 10:00 pm;MZA H1 LT 28 SECT 2 BARR 4 URB PACHACAMAC/ CRUCE CON REVOLUCION;;;;;;;;;;;;;;;;;;;;;;;
-7.705.244;-1.192.567;BOTICA;AV ANDRES AVELINO CACERES MZ D1 LT 40 INT 1 COOP VIVIENDA PRIMAVERA;07:00 am - 10:00 pm;-1.192.567;-7.705.244;07:00 am - 10:00 pm;AV ANDRES AVELINO CACERES MZ D1 LT 40 INT 1 COOP VIVIENDA PRIMAVERA;;;;;;;;;;;;;;;;;;;;;;;
-7.701.454;-1.191.486;CRIS FARMA C&N;JIRÓN CIRO ALEGRIA  441;07:00 am - 10:00 pm;-1.191.486;-7.701.454;07:00 am - 10:00 pm;JIRÓN CIRO ALEGRIA  441;;;;;;;;;;;;;;;;;;;;;;;
-7.699.752;-1.217.705;TIENDAS TAMBO S.A.C;AV. EL SOL 1197 URB LA CAMPIÑA CHORRILLOS;07:00 am - 10:30 pm;-1.217.705;-7.699.752;07:00 am - 10:30 pm;AV. EL SOL 1197 URB LA CAMPIÑA CHORRILLOS;;;;;;;;;;;;;;;;;;;;;;;
-770.356;-118.824;BOTICA DIEGO FARMA;URB SANTO DOMINGO MZ K LT3 1;07:00 am - 10:00 pm;-118.824;-770.356;07:00 am - 10:00 pm;URB SANTO DOMINGO MZ K LT3 1;;;;;;;;;;;;;;;;;;;;;;;
-7.707.434;-1.192.935;BOTICA LA ECONOMICA;CALLE 14 MZ R INT A LOTE 22 URB PRO LIMA / PRIMERO DE PRO ALTURA DEL COLEGIO TRI;07:30 am - 10:00 pm;-1.192.935;-7.707.434;07:30 am - 10:00 pm;CALLE 14 MZ R INT A LOTE 22 URB PRO LIMA / PRIMERO DE PRO ALTURA DEL COLEGIO TRI;;;;;;;;;;;;;;;;;;;;;;;
-7.682.031;-121.121;BAZAR CARLITOS;AV BOLIVAR MZ Q LT 11;07:30 am - 10:00 pm;-121.121;-7.682.031;07:30 am - 10:00 pm;AV BOLIVAR MZ Q LT 11;;;;;;;;;;;;;;;;;;;;;;;
-7.708.156;-119.885;BOTICA;AV LOS OLIVOS MZ N LT 26 COOP HUAYTAPALLANA 2DA ETAPA;07:00 am - 10:00 pm;-119.885;-7.708.156;07:00 am - 10:00 pm;AV LOS OLIVOS MZ N LT 26 COOP HUAYTAPALLANA 2DA ETAPA;;;;;;;;;;;;;;;;;;;;;;;
-7.694.717;-122.016;FARMACHECK ;SERTOR.01 GRUPO 20 MZ.F LOTE.15;07:00 am - 10:00 pm;-122.016;-7.694.717;07:00 am - 10:00 pm;SERTOR.01 GRUPO 20 MZ.F LOTE.15;;;;;;;;;;;;;;;;;;;;;;;
-7.702.753;-1.212.487;JULIA MAGDALENA LARA TAFUR;AV BENAVIDES 540 DPTO. 102;07:00 am - 10:00 pm;-1.212.487;-7.702.753;07:00 am - 10:00 pm;AV BENAVIDES 540 DPTO. 102;;;;;;;;;;;;;;;;;;;;;;;
-769.033;-1.202.482;TIENDAS TAMBO S.A.C;AV. JOSE C.MARIATEGUI NRO 1995 (LTE 4 MZA. A) URB. ASOCIACION PRO VIVIENDA STA ROSA LIMA-LIMA-ATE;07:00 am - 10:30 pm;-1.202.482;-769.033;07:00 am - 10:30 pm;AV. JOSE C.MARIATEGUI NRO 1995 (LTE 4 MZA. A) URB. ASOCIACION PRO VIVIENDA STA ROSA LIMA-LIMA-ATE;;;;;;;;;;;;;;;;;;;;;;;
-7.701.473;-1.185.852;MINIMARKET;CALLE 6 MZ E LT 24 ASOC DE PROP DE VIV EL OLIVAR IV ETAPA;07:00 am - 10:00 pm;-1.185.852;-7.701.473;07:00 am - 10:00 pm;CALLE 6 MZ E LT 24 ASOC DE PROP DE VIV EL OLIVAR IV ETAPA;;;;;;;;;;;;;;;;;;;;;;;
-7.701.736;-1.220.622;FARMACIA;AV ALAMEDA BALLESTAS 117URB CEDROS DE VILLA;07:00 am - 10:00 pm;-1.220.622;-7.701.736;07:00 am - 10:00 pm;AV ALAMEDA BALLESTAS 117URB CEDROS DE VILLA;;;;;;;;;;;;;;;;;;;;;;;
-7.700.132;-1.212.971;TIENDAS TAMBO S.A.C;CAL.PASEO DE LA CASTELLANA NRO. 113 RES. LA CASTELLANA (N 117);07:00 am - 10:30 pm;-1.212.971;-7.700.132;07:00 am - 10:30 pm;CAL.PASEO DE LA CASTELLANA NRO. 113 RES. LA CASTELLANA (N 117);;;;;;;;;;;;;;;;;;;;;;;
-7.703.487;-1.189.507;BOTICA;JR JAVIER HERAUD 248  MZ C LT 12 URB LUCYANA CARABAYLLO;07:00 am - 10:00 pm;-1.189.507;-7.703.487;07:00 am - 10:00 pm;JR JAVIER HERAUD 248  MZ C LT 12 URB LUCYANA CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.701.899;-1.191.327;FASSA GROUP;AVENIDA REVOLUCION 2386;07:00 am - 10:00 pm;-1.191.327;-7.701.899;07:00 am - 10:00 pm;AVENIDA REVOLUCION 2386;;;;;;;;;;;;;;;;;;;;;;;
-7.701.514;-1.187.285;LAZOS MARKET;AV TUPAC AMARU 3460 KM 20.5 (ALT COMISARIA EL PROGRESO);07:30 am - 10:00 pm;-1.187.285;-7.701.514;07:30 am - 10:00 pm;AV TUPAC AMARU 3460 KM 20.5 (ALT COMISARIA EL PROGRESO);;;;;;;;;;;;;;;;;;;;;;;
-7.700.827;-1.211.783;TIENDAS TAMBO S.A.C;AV TOMAS MARSANO 1529;07:00 am - 10:30 pm;-1.211.783;-7.700.827;07:00 am - 10:30 pm;AV TOMAS MARSANO 1529;;;;;;;;;;;;;;;;;;;;;;;
-7.705.842;-1.195.065;BOTICA LIMA NORTE;AV UNIVERSITARIA NORTE 6231 URB SANTA LUZMILA;07:30 am - 10:00 pm;-1.195.065;-7.705.842;07:30 am - 10:00 pm;AV UNIVERSITARIA NORTE 6231 URB SANTA LUZMILA;;;;;;;;;;;;;;;;;;;;;;;
-7.703.852;-1.194.232;TU TIENDITA ONLINE;AV. BELAUNDE 1050;07:00 am - 10:00 pm;-1.194.232;-7.703.852;07:00 am - 10:00 pm;AV. BELAUNDE 1050;;;;;;;;;;;;;;;;;;;;;;;
-7.708.285;-1.194.583;COMERCIAL MIGUELON;AV BETANCOURT MZ N LT 56 AAHH LOS OLIVOS DE PRO;07:30 am - 10:00 pm;-1.194.583;-7.708.285;07:30 am - 10:00 pm;AV BETANCOURT MZ N LT 56 AAHH LOS OLIVOS DE PRO;;;;;;;;;;;;;;;;;;;;;;;
-7.707.489;-1.198.821;LUZ MONICA VASQUEZ PEÑAHERRERA;CALLE EL AMARGON 4001 URB LAS PALMERAS;07:00 am - 10:00 pm;-1.198.821;-7.707.489;07:00 am - 10:00 pm;CALLE EL AMARGON 4001 URB LAS PALMERAS;;;;;;;;;;;;;;;;;;;;;;;
-7.703.378;-1.206.333;TIENDAS TAMBO S.A.C;AV. PASEO DE LA REPUBLICA NRO. 569 LIMA - LIMA - LIMA;07:00 am - 10:30 pm;-1.206.333;-7.703.378;07:00 am - 10:30 pm;AV. PASEO DE LA REPUBLICA NRO. 569 LIMA - LIMA - LIMA;;;;;;;;;;;;;;;;;;;;;;;
-7.707.807;-1.198.484;BOTICA KEYFLOR;CALLE GRANATE MZ F LOTE 31 URB VIRGEN DEL SOL 3ERA ETAPA ;07:00 am - 10:00 pm;-1.198.484;-7.707.807;07:00 am - 10:00 pm;CALLE GRANATE MZ F LOTE 31 URB VIRGEN DEL SOL 3ERA ETAPA;;;;;;;;;;;;;;;;;;;;;;;
-7.702.753;-1.212.487;JULIA MAGDALENA LARA TAFUR;AV BENAVIDES 540 DPTO. 102;07:00 am - 10:00 pm;-1.212.487;-7.702.753;07:00 am - 10:00 pm;AV BENAVIDES 540 DPTO. 102;;;;;;;;;;;;;;;;;;;;;;;
-7.702.148;-1.186.991;MIRTA LESLY SOSA MARTEL;MZA. D LOTE 05 PROV VIV. SANTA ROSA DE CARABAYLLO ;07:00 am - 10:00 pm;-1.186.991;-7.702.148;07:00 am - 10:00 pm;MZA. D LOTE 05 PROV VIV. SANTA ROSA DE CARABAYLLO;;;;;;;;;;;;;;;;;;;;;;;
-7.703.362;-1.204.478;COMERCIAL HUASCARAN;JR CALLAO 317;07:30 am - 10:00 pm;-1.204.478;-7.703.362;07:30 am - 10:00 pm;JR CALLAO 317;;;;;;;;;;;;;;;;;;;;;;;
-770.782;-1.197.798;LOCUTORIO;AV. NARANJAL 1193 URB PARQUE NARANJAL ;07:00 am - 10:00 pm;-1.197.798;-770.782;07:00 am - 10:00 pm;AV. NARANJAL 1193 URB PARQUE NARANJAL;;;;;;;;;;;;;;;;;;;;;;;
-7.698.271;-1.213.198;TIENDAS TAMBO S.A.C;AV. CAMINOS DEL INCA NRO. 2132 LOTE. 6;07:00 am - 10:30 pm;-1.213.198;-7.698.271;07:00 am - 10:30 pm;AV. CAMINOS DEL INCA NRO. 2132 LOTE. 6;;;;;;;;;;;;;;;;;;;;;;;
-7.692.455;-1.222.151;BOTICA ROSARIO DE VILLA E.I.R.L.;SECTOR 1 URB PACHACAMAC ET 4 BARRIO 2 MZ I-1 LT 24 (ALT. AV. MARIATEGUI Y 200 MI;07:30 am - 10:00 pm;-1.222.151;-7.692.455;07:30 am - 10:00 pm;SECTOR 1 URB PACHACAMAC ET 4 BARRIO 2 MZ I-1 LT 24 (ALT. AV. MARIATEGUI Y 200 MI;;;;;;;;;;;;;;;;;;;;;;;
-769.373;-1.211.203;WALTER ALARCON BERROCAL;AV LOS FRESNOS 1904 URB PORTADA DEL SOL ;07:00 am - 10:00 pm;-1.211.203;-769.373;07:00 am - 10:00 pm;AV LOS FRESNOS 1904 URB PORTADA DEL SOL;;;;;;;;;;;;;;;;;;;;;;;
-7.706.079;-119.428;BODEGA LUANNA;AV. UNIVERSITARIA 6717;07:00 am - 10:00 pm;-119.428;-7.706.079;07:00 am - 10:00 pm;AV. UNIVERSITARIA 6717;;;;;;;;;;;;;;;;;;;;;;;
-7.693.674;-1.206.208;BODEGA SAN ANTONIO;CALLE CORDILLERA BLANCA MZ C  LT 18 URB. ALPAMAYO. REF: PARADERO MONUMENTAL.;07:00 am - 10:00 pm;-1.206.208;-7.693.674;07:00 am - 10:00 pm;CALLE CORDILLERA BLANCA MZ C  LT 18 URB. ALPAMAYO. REF: PARADERO MONUMENTAL.;;;;;;;;;;;;;;;;;;;;;;;
-770.443;-1.211.732;TIENDAS TAMBO S.A.C;AV. DEL EJÉRCITO 300 MIRAFLORES;07:00 am - 10:30 pm;-1.211.732;-770.443;07:00 am - 10:30 pm;AV. DEL EJÉRCITO 300 MIRAFLORES;;;;;;;;;;;;;;;;;;;;;;;
-7.700.192;-1.212.062;TIENDAS TAMBO S.A.C;AV. MANUEL VILLARAN 988 URBANIZACION LOS SAUCES LIMA-LIMA-SURQUILLO;07:00 am - 10:30 pm;-1.212.062;-7.700.192;07:00 am - 10:30 pm;AV. MANUEL VILLARAN 988 URBANIZACION LOS SAUCES LIMA-LIMA-SURQUILLO;;;;;;;;;;;;;;;;;;;;;;;
-7.709.742;-1.199.121;FERRETERÍA;MZ I LT 4 A ASOC DE VIVIENDA LOS CHASQUIS;07:00 am - 10:00 pm;-1.199.121;-7.709.742;07:00 am - 10:00 pm;MZ I LT 4 A ASOC DE VIVIENDA LOS CHASQUIS;;;;;;;;;;;;;;;;;;;;;;;
-7.699.956;-1.212.576;TIENDAS TAMBO S.A.C;AV. AVIACION NRO. 4991 URB. RESIDENCIAL HIGUERETA (AV. AVIACION N. 4991-4995) LIMA - LIMA - SANTIAGO DE SURCO;07:00 am - 10:30 pm;-1.212.576;-7.699.956;07:00 am - 10:30 pm;AV. AVIACION NRO. 4991 URB. RESIDENCIAL HIGUERETA (AV. AVIACION N. 4991-4995) LIMA - LIMA - SANTIAGO DE SURCO;;;;;;;;;;;;;;;;;;;;;;;
-7.705.303;-1.195.803;BODEGA;AV. TUPAC AMARU 4846 P.J. LA LIBERTAD ;07:00 am - 10:00 pm;-1.195.803;-7.705.303;07:00 am - 10:00 pm;AV. TUPAC AMARU 4846 P.J. LA LIBERTAD;;;;;;;;;;;;;;;;;;;;;;;
-7.705.536;-1.193.514;860 MARKET;AV BELAUNDE OESTE 860 URB RETABLO;07:00 am - 10:00 pm;-1.193.514;-7.705.536;07:00 am - 10:00 pm;AV BELAUNDE OESTE 860 URB RETABLO;;;;;;;;;;;;;;;;;;;;;;;
-7.705.838;-1.197.964;BODEGA LUCHITO;AV CHINCHAYSUYO 117 / FRENTE AL TERMINAL DEL METROPOLITANO EN  NARANJAL - ENTRE CONTISUYO Y CHINCHAISUYO;07:00 am - 10:00 pm;-1.197.964;-7.705.838;07:00 am - 10:00 pm;AV CHINCHAYSUYO 117 / FRENTE AL TERMINAL DEL METROPOLITANO EN  NARANJAL - ENTRE CONTISUYO Y CHINCHAISUYO;;;;;;;;;;;;;;;;;;;;;;;
-7.702.057;-119.129;BOTICA FARMAKOLLI;AV REVOLUCION AAHH COLLIQUE 2211 (ALTURA PARADERO CHIFA);07:30 am - 10:00 pm;-119.129;-7.702.057;07:30 am - 10:00 pm;AV REVOLUCION AAHH COLLIQUE 2211 (ALTURA PARADERO CHIFA);;;;;;;;;;;;;;;;;;;;;;;
-7.706.481;-119.892;TIENDAS TAMBO S.A.C;AV. ALFREDO MENDIOLA 3817  URB. PANAMERICANA NORTE LOTE 14 MZ. B LIMA-LIMA-OLIVOS;07:00 am - 10:30 pm;-119.892;-7.706.481;07:00 am - 10:30 pm;AV. ALFREDO MENDIOLA 3817  URB. PANAMERICANA NORTE LOTE 14 MZ. B LIMA-LIMA-OLIVOS;;;;;;;;;;;;;;;;;;;;;;;
-7.691.354;-1.202.388;TIENDAS TAMBO S.A.C;CAL.TRABAJO NRO. 102 C.P. VITARTE LIMA-LIMA-ATE;07:00 am - 10:30 pm;-1.202.388;-7.691.354;07:00 am - 10:30 pm;CAL.TRABAJO NRO. 102 C.P. VITARTE LIMA-LIMA-ATE;;;;;;;;;;;;;;;;;;;;;;;
-769.681;-1.217.018;TIENDAS TAMBO S.A.C;MZA N LOTE 18 URB VALLE DE SHARON (PROL. CANEVARO MZA. N LTE N°18) LIMA-LIMA-SAN JUAN DE MIRAFLORES;07:00 am - 10:30 pm;-1.217.018;-769.681;07:00 am - 10:30 pm;MZA N LOTE 18 URB VALLE DE SHARON (PROL. CANEVARO MZA. N LTE N°18) LIMA-LIMA-SAN JUAN DE MIRAFLORES;;;;;;;;;;;;;;;;;;;;;;;
-7.702.989;-1.204.849;TIENDAS TAMBO S.A.C;JR. UCAYALI NRO. 320 LIMA-LIMA-LIMA;07:00 am - 10:30 pm;-1.204.849;-7.702.989;07:00 am - 10:30 pm;JR. UCAYALI NRO. 320 LIMA-LIMA-LIMA;;;;;;;;;;;;;;;;;;;;;;;
-7.708.531;-119.805;SUPER OFFICE;AV. LOS OLIVOS MZ. LL1 LT.41 URB. LOS JAZMINES DEL NARANJAL ;07:00 am - 10:00 pm;-119.805;-7.708.531;07:00 am - 10:00 pm;AV. LOS OLIVOS MZ. LL1 LT.41 URB. LOS JAZMINES DEL NARANJAL;;;;;;;;;;;;;;;;;;;;;;;
-7.705.722;-119.795;LIBRERIA;AV. CHINCHAYSUYO 189;07:00 am - 10:00 pm;-119.795;-7.705.722;07:00 am - 10:00 pm;AV. CHINCHAYSUYO 189;;;;;;;;;;;;;;;;;;;;;;;
-7.701.467;-1.208.337;TIENDAS TAMBO S.A.C;AV. CANADA NRO. 1090 (MZ B3LT10);07:00 am - 10:30 pm;-1.208.337;-7.701.467;07:00 am - 10:30 pm;AV. CANADA NRO. 1090 (MZ B3LT10);;;;;;;;;;;;;;;;;;;;;;;
-7.702.295;-1.187.215;SOLEDAD OCAÑA ISIDRO;ASOC LOS SAUCES DE CARABAYLLO MZ B LT 8 ;07:00 am - 10:00 pm;-1.187.215;-7.702.295;07:00 am - 10:00 pm;ASOC LOS SAUCES DE CARABAYLLO MZ B LT 8;;;;;;;;;;;;;;;;;;;;;;;
-7.699.752;-1.217.705;TIENDAS TAMBO S.A.C;AV. EL SOL 1197 URB LA CAMPIÑA CHORRILLOS;07:00 am - 10:30 pm;-1.217.705;-7.699.752;07:00 am - 10:30 pm;AV. EL SOL 1197 URB LA CAMPIÑA CHORRILLOS;;;;;;;;;;;;;;;;;;;;;;;
-7.709.268;-1.197.827;TIENDAS TAMBO S.A.C;MZA. R LOTE. 20 URB. VIRGEN DEL ROSARIO 1ERA ETAPA LIMA - LIMA - SAN MARTIN DE PORRES;07:00 am - 10:30 pm;-1.197.827;-7.709.268;07:00 am - 10:30 pm;MZA. R LOTE. 20 URB. VIRGEN DEL ROSARIO 1ERA ETAPA LIMA - LIMA - SAN MARTIN DE PORRES;;;;;;;;;;;;;;;;;;;;;;;
-7.705.083;-1.194.017;ACCESORIO DE CELULARES;AV VICTOR BELAUNDE OESTE 163 URB CHACRA CERRO;07:00 am - 10:00 pm;-1.194.017;-7.705.083;07:00 am - 10:00 pm;AV VICTOR BELAUNDE OESTE 163 URB CHACRA CERRO;;;;;;;;;;;;;;;;;;;;;;;
-770.264;-1.189.086;INTERNET NOA;AV MERINO REYNA 167 ;07:30 am - 10:00 pm;-1.189.086;-770.264;07:30 am - 10:00 pm;AV MERINO REYNA 167;;;;;;;;;;;;;;;;;;;;;;;
